sensor_id,timestamp,temperature,humidity,pressure,location,battery_level,signal_strength
SENSOR_066,2025-12-02 18:02:27,-3.62,87.13,1023.28,Outdoor,58.0,-47
SENSOR_026,2025-12-02 18:02:22,31.09,87.38,993.8,Building_A,32.6,-88
SENSOR_031,2025-12-02 18:02:17,30.58,85.24,1002.53,Building_B,7.4,-38
SENSOR_007,2025-12-02 18:02:12,38.98,30.87,1035.67,Factory_Floor,17.8,-53
SENSOR_018,2025-12-02 18:02:07,15.18,34.56,1001.52,Warehouse_1,20.2,-84
SENSOR_005,2025-12-02 18:02:02,28.07,24.47,988.19,Factory_Floor,45.9,-79
SENSOR_098,2025-12-02 18:01:57,8.9,86.48,1016.22,Outdoor,90.6,-30
SENSOR_030,2025-12-02 18:01:52,-5.24,84.27,1009.35,Building_B,59.2,-41
SENSOR_036,2025-12-02 18:01:47,-9.2,52.11,1032.36,Building_B,32.7,-72
SENSOR_076,2025-12-02 18:01:42,42.04,88.53,1033.9,Factory_Floor,98.0,-95
SENSOR_061,2025-12-02 18:01:37,30.34,57.82,1005.54,Factory_Floor,47.9,-88
SENSOR_058,2025-12-02 18:01:32,17.24,26.23,1025.18,Factory_Floor,95.0,-84
SENSOR_046,2025-12-02 18:01:27,6.27,68.57,985.44,Factory_Floor,66.9,-80
SENSOR_091,2025-12-02 18:01:22,15.26,62.78,1015.02,Factory_Floor,46.4,-83
SENSOR_091,2025-12-02 18:01:17,12.29,79.24,1002.23,Factory_Floor,70.4,-100
SENSOR_081,2025-12-02 18:01:12,-6.11,87.01,999.97,Building_A,29.7,-66
SENSOR_090,2025-12-02 18:01:07,42.04,60.68,1027.67,Building_A,62.0,-58
SENSOR_095,2025-12-02 18:01:02,41.27,58.61,1034.6,Warehouse_1,88.8,-86
SENSOR_050,2025-12-02 18:00:57,10.11,66.44,1001.93,Building_B,64.8,-92
SENSOR_072,2025-12-02 18:00:52,29.01,35.35,1038.88,Building_B,54.0,-39
SENSOR_095,2025-12-02 18:00:47,41.65,63.51,1037.55,Building_B,75.3,-72
SENSOR_042,2025-12-02 18:00:42,9.4,40.05,1020.81,Warehouse_1,5.4,-53
SENSOR_045,2025-12-02 18:00:37,14.88,57.61,1029.77,Factory_Floor,71.0,-32
SENSOR_038,2025-12-02 18:00:32,14.86,47.61,1020.4,Building_A,18.8,-42
SENSOR_012,2025-12-02 18:00:27,-5.59,87.35,997.3,Building_A,10.9,-65
SENSOR_015,2025-12-02 18:00:22,28.34,57.22,1032.5,Outdoor,95.2,-98
SENSOR_038,2025-12-02 18:00:17,12.91,71.18,1035.9,Factory_Floor,34.7,-44
SENSOR_095,2025-12-02 18:00:12,25.46,41.86,983.78,Building_B,83.5,-34
SENSOR_083,2025-12-02 18:00:07,8.47,63.4,1019.35,Warehouse_1,48.6,-33
SENSOR_071,2025-12-02 18:00:02,14.49,42.81,987.92,Warehouse_1,17.2,-67
SENSOR_030,2025-12-02 17:59:57,16.63,92.8,1026.18,Building_A,14.8,-64
SENSOR_059,2025-12-02 17:59:52,42.59,66.4,989.65,Outdoor,28.5,-78
SENSOR_091,2025-12-02 17:59:47,28.11,69.98,989.21,Building_B,11.7,-60
SENSOR_074,2025-12-02 17:59:42,-3.04,39.53,991.07,Outdoor,70.7,-60
SENSOR_045,2025-12-02 17:59:37,-1.86,53.63,1038.53,Outdoor,30.2,-97
SENSOR_052,2025-12-02 17:59:32,41.21,77.64,1036.87,Warehouse_1,15.6,-31
SENSOR_065,2025-12-02 17:59:27,8.22,72.91,1008.43,Warehouse_1,97.0,-82
SENSOR_073,2025-12-02 17:59:22,30.07,89.17,1000.32,Building_A,73.2,-95
SENSOR_018,2025-12-02 17:59:17,27.29,28.77,981.49,Outdoor,84.1,-43
SENSOR_046,2025-12-02 17:59:12,-4.91,24.13,1018.48,Outdoor,52.6,-65
SENSOR_026,2025-12-02 17:59:07,-8.76,60.38,1006.73,Building_A,97.6,-50
SENSOR_025,2025-12-02 17:59:02,16.98,65.24,1010.69,Building_A,90.8,-54
SENSOR_051,2025-12-02 17:58:57,-1.86,84.04,1002.18,Warehouse_1,1.2,-56
SENSOR_045,2025-12-02 17:58:52,6.94,53.42,1013.66,Building_B,72.8,-44
SENSOR_095,2025-12-02 17:58:47,44.59,80.28,997.32,Factory_Floor,72.9,-47
SENSOR_018,2025-12-02 17:58:42,35.95,64.85,988.62,Warehouse_1,47.5,-33
SENSOR_043,2025-12-02 17:58:37,-6.36,92.01,1025.37,Building_A,0.7,-66
SENSOR_054,2025-12-02 17:58:32,-0.38,54.66,1014.07,Building_B,19.9,-52
SENSOR_038,2025-12-02 17:58:27,20.46,23.17,1029.57,Outdoor,30.4,-41
SENSOR_029,2025-12-02 17:58:22,-8.52,20.18,995.76,Factory_Floor,12.4,-64
SENSOR_054,2025-12-02 17:58:17,-0.13,88.01,1018.69,Building_A,11.9,-65
SENSOR_064,2025-12-02 17:58:12,44.69,25.0,1024.73,Outdoor,48.0,-45
SENSOR_034,2025-12-02 17:58:07,24.54,55.7,1021.65,Building_A,37.3,-98
SENSOR_034,2025-12-02 17:58:02,-1.04,24.39,999.18,Building_B,35.7,-94
SENSOR_035,2025-12-02 17:57:57,9.86,67.72,1037.31,Building_A,29.0,-33
SENSOR_082,2025-12-02 17:57:52,41.5,58.54,1025.99,Building_B,76.5,-79
SENSOR_070,2025-12-02 17:57:47,7.74,43.72,1030.7,Warehouse_1,27.1,-54
SENSOR_013,2025-12-02 17:57:42,19.39,46.37,988.62,Building_B,51.8,-53
SENSOR_100,2025-12-02 17:57:37,16.67,45.52,1034.65,Building_A,21.8,-36
SENSOR_029,2025-12-02 17:57:32,35.74,79.63,1013.52,Outdoor,84.6,-30
SENSOR_090,2025-12-02 17:57:27,31.6,28.55,1007.63,Building_A,11.7,-84
SENSOR_003,2025-12-02 17:57:22,16.37,43.37,1001.75,Factory_Floor,89.0,-34
SENSOR_098,2025-12-02 17:57:17,43.36,32.92,998.28,Building_A,22.2,-82
SENSOR_089,2025-12-02 17:57:12,2.46,29.4,987.81,Building_A,42.5,-86
SENSOR_010,2025-12-02 17:57:07,-8.97,56.32,1005.87,Building_B,10.8,-35
SENSOR_076,2025-12-02 17:57:02,-6.74,28.92,995.18,Building_A,30.2,-99
SENSOR_097,2025-12-02 17:56:57,-4.69,29.28,1016.11,Outdoor,90.1,-77
SENSOR_086,2025-12-02 17:56:52,9.33,26.81,1030.75,Warehouse_1,94.9,-56
SENSOR_046,2025-12-02 17:56:47,-1.17,57.55,1023.71,Building_B,50.5,-92
SENSOR_013,2025-12-02 17:56:42,35.08,77.24,1011.73,Building_B,96.4,-79
SENSOR_097,2025-12-02 17:56:37,19.54,93.02,985.92,Building_B,92.0,-40
SENSOR_047,2025-12-02 17:56:32,28.4,33.88,1020.41,Building_A,18.1,-55
SENSOR_049,2025-12-02 17:56:27,13.33,58.57,1004.45,Warehouse_1,12.4,-86
SENSOR_067,2025-12-02 17:56:22,-2.52,77.17,1022.28,Outdoor,72.2,-90
SENSOR_042,2025-12-02 17:56:17,17.15,48.86,1007.42,Warehouse_1,68.7,-44
SENSOR_029,2025-12-02 17:56:12,20.47,41.79,1031.32,Building_B,85.7,-40
SENSOR_087,2025-12-02 17:56:07,10.21,20.96,1020.45,Building_A,39.6,-34
SENSOR_085,2025-12-02 17:56:02,27.21,28.94,1003.69,Outdoor,97.8,-79
SENSOR_009,2025-12-02 17:55:57,10.0,34.93,992.02,Factory_Floor,12.3,-46
SENSOR_093,2025-12-02 17:55:52,17.45,77.36,1025.96,Outdoor,27.3,-49
SENSOR_046,2025-12-02 17:55:47,16.17,65.24,1004.27,Factory_Floor,51.1,-82
SENSOR_099,2025-12-02 17:55:42,15.0,29.16,1009.36,Building_B,62.8,-83
SENSOR_004,2025-12-02 17:55:37,-4.52,23.96,984.09,Building_A,97.2,-52
SENSOR_078,2025-12-02 17:55:32,27.36,31.46,1017.32,Building_A,76.0,-34
SENSOR_099,2025-12-02 17:55:27,17.07,54.95,997.61,Factory_Floor,49.0,-67
SENSOR_070,2025-12-02 17:55:22,8.9,84.48,1012.8,Building_A,99.1,-85
SENSOR_050,2025-12-02 17:55:17,14.76,83.97,1006.55,Building_A,3.3,-62
SENSOR_091,2025-12-02 17:55:12,-0.97,52.3,998.75,Factory_Floor,48.7,-86
SENSOR_073,2025-12-02 17:55:07,27.13,69.51,1021.12,Outdoor,47.0,-80
SENSOR_065,2025-12-02 17:55:02,-6.93,39.75,1015.46,Factory_Floor,61.7,-55
SENSOR_099,2025-12-02 17:54:57,43.78,44.04,981.69,Building_A,12.8,-54
SENSOR_045,2025-12-02 17:54:52,34.53,63.8,1025.91,Warehouse_1,38.1,-46
SENSOR_045,2025-12-02 17:54:47,44.56,50.89,983.39,Building_B,24.8,-61
SENSOR_076,2025-12-02 17:54:42,-5.33,71.6,1032.14,Building_A,33.8,-98
SENSOR_069,2025-12-02 17:54:37,7.94,54.57,1031.8,Outdoor,51.5,-47
SENSOR_035,2025-12-02 17:54:32,-8.88,55.23,981.33,Warehouse_1,37.8,-51
SENSOR_042,2025-12-02 17:54:27,21.49,80.62,986.0,Building_B,33.6,-36
SENSOR_098,2025-12-02 17:54:22,26.71,32.5,997.97,Factory_Floor,20.2,-91
SENSOR_069,2025-12-02 17:54:17,1.77,39.89,997.84,Outdoor,40.2,-72
SENSOR_080,2025-12-02 17:54:12,30.86,26.9,1030.65,Building_A,59.2,-66
SENSOR_009,2025-12-02 17:54:07,21.15,59.83,1005.63,Warehouse_1,79.6,-62
SENSOR_065,2025-12-02 17:54:02,34.23,52.47,1012.4,Building_B,41.4,-68
SENSOR_080,2025-12-02 17:53:57,18.35,70.37,1012.85,Building_A,62.8,-34
SENSOR_024,2025-12-02 17:53:52,21.73,35.97,1037.73,Factory_Floor,26.8,-32
SENSOR_079,2025-12-02 17:53:47,36.9,88.01,1036.08,Building_A,52.2,-54
SENSOR_060,2025-12-02 17:53:42,-1.87,31.29,1021.12,Warehouse_1,84.4,-48
SENSOR_041,2025-12-02 17:53:37,37.31,88.34,1018.04,Factory_Floor,26.7,-64
SENSOR_083,2025-12-02 17:53:32,-1.17,71.51,994.17,Building_B,11.4,-76
SENSOR_004,2025-12-02 17:53:27,3.51,82.04,1007.85,Outdoor,99.1,-46
SENSOR_083,2025-12-02 17:53:22,39.81,35.15,996.36,Building_A,25.8,-65
SENSOR_085,2025-12-02 17:53:17,20.29,68.32,982.53,Factory_Floor,78.2,-93
SENSOR_011,2025-12-02 17:53:12,7.26,42.35,983.81,Factory_Floor,89.7,-89
SENSOR_051,2025-12-02 17:53:07,41.87,74.32,988.43,Building_A,57.1,-36
SENSOR_016,2025-12-02 17:53:02,18.71,82.17,1036.98,Outdoor,25.2,-89
SENSOR_031,2025-12-02 17:52:57,22.99,77.99,998.8,Outdoor,73.7,-70
